Name:		TWs4
Optimal value:	-1
#Vehicles:	-1
Capacity:	160
Depot Node:	1
#Nodes:	140
#Edges:	115
#Arcs:	75
#Required N:	47
#Required E:	65
#Required A:	47

ReN.	DEMAND	S. COST	S. TIME	B. TIME	E. TIME
N107	28	0	56	1472	1485
N108	103	0	206	1172	1189
N110	8	0	16	1416	1423
N112	4	0	8	1310	1311
N114	12	0	24	1336	1355
N115	36	0	72	1173	1178
N118	58	0	116	1055	1065
N124	67	0	134	1288	1305
N126	11	0	22	1333	1341
N127	15	0	30	1387	1395
N132	7	0	14	1191	1214
N135	14	0	28	1396	1412
N134	31	0	62	1148	1175
N138	5	0	10	1249	1266
N54	18	0	36	1247	1255
N11	50	0	100	1090	1110
N70	11	0	22	1363	1367
N5	26	0	52	1420	1431
N16	8	0	16	1317	1338
N19	28	0	56	1064	1067
N20	10	0	20	1306	1314
N23	56	0	112	1246	1275
N29	5	0	10	1403	1430
N32	28	0	56	1096	1115
N33	52	0	104	1445	1455
N36	4	0	8	1451	1476
N37	20	0	40	1187	1209
N41	99	0	198	1319	1329
N43	5	0	10	1220	1246
N45	14	0	28	1175	1195
N50	30	0	60	1073	1099
N52	12	0	24	1320	1332
N140	24	0	48	1393	1402
N49	24	0	48	1223	1229
N55	4	0	8	1278	1290
N59	40	0	80	1247	1269
N60	35	0	70	1374	1385
N61	13	0	26	1292	1299
N62	14	0	28	1076	1097
N63	7	0	14	1062	1085
N71	9	0	18	1046	1050
N69	6	0	12	1260	1262
N78	15	0	30	1081	1092
N79	12	0	24	1456	1480
N83	17	0	34	1288	1314
N84	18	0	36	1017	1039
N98	3	0	6	1164	1170

ReE.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
E63	133	134	10	10	10	10	20	1471	1498
E64	133	135	19	19	19	19	38	1430	1436
E65	136	137	29	29	29	29	58	1454	1480

EDGE	FROM N.	TO N.	T. COST	T. TIME
NrE1	5	6	26	26
NrE2	15	16	8	8
NrE3	10	19	28	28
NrE4	20	22	10	10
NrE5	30	32	28	28
NrE6	29	33	52	52
NrE7	41	47	99	99
NrE8	51	52	12	12
NrE9	53	140	24	24
NrE10	49	140	24	24
NrE11	55	56	4	4
NrE12	58	59	40	40
NrE13	60	61	35	35
NrE14	49	61	13	13
NrE15	70	71	9	9
NrE16	77	78	15	15
NrE17	78	79	12	12
NrE18	83	84	18	18
NrE19	97	98	3	3
NrE20	108	109	103	103
NrE21	113	114	12	12
NrE22	114	115	36	36
NrE23	114	118	58	58
NrE24	4	124	67	67
NrE25	124	126	11	11
NrE26	126	127	15	15
NrE27	132	133	7	7
NrE28	134	135	14	14
NrE29	134	136	31	31
NrE30	136	138	5	5
NrE31	11	27	50	50
NrE32	6	7	21	21
NrE33	18	19	6	6
NrE34	23	26	20	20
NrE35	26	31	12	12
NrE36	56	65	30	30
NrE37	88	89	14	14
NrE38	90	91	7	7
NrE39	68	90	67	67
NrE40	93	94	17	17
NrE41	94	100	17	17
NrE42	94	101	4	4
NrE43	66	101	28	28
NrE44	91	103	27	27
NrE45	91	118	35	35
NrE46	118	121	17	17
NrE47	120	121	16	16
NrE48	121	122	8	8
NrE49	123	124	29	29
NrE50	123	125	32	32

ReA.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
A1	9	8	37	37	37	37	74	1455	1460
A2	11	12	25	25	25	25	50	1138	1154
A3	17	15	13	13	13	13	26	1070	1088
A4	13	16	12	12	12	12	24	1068	1092
A5	17	18	8	8	8	8	16	1078	1090
A6	20	12	34	34	34	34	68	1499	1505
A7	24	20	33	33	33	33	66	1318	1333
A8	30	31	41	41	41	41	82	1262	1264
A9	11	33	24	24	24	24	48	1032	1032
A10	35	34	59	59	59	59	118	1119	1148
A11	37	35	17	17	17	17	34	1133	1149
A12	40	39	18	18	18	18	36	1218	1245
A13	38	41	10	10	10	10	20	1142	1164
A14	42	37	17	17	17	17	34	1343	1347
A15	43	37	16	16	16	16	32	1414	1423
A16	44	43	31	31	31	31	62	1114	1140
A17	43	46	5	5	5	5	10	1199	1223
A18	48	49	10	10	10	10	20	1241	1247
A19	50	48	8	8	8	8	16	1475	1502
A20	54	55	10	10	10	10	20	1093	1101
A21	59	60	18	18	18	18	36	1492	1520
A22	63	64	9	9	9	9	18	1082	1104
A23	66	67	33	33	33	33	66	1088	1095
A24	67	68	9	9	9	9	18	1398	1419
A25	69	70	8	8	8	8	16	1319	1341
A26	72	71	9	9	9	9	18	1034	1040
A27	74	72	15	15	15	15	30	1286	1308
A28	74	73	5	5	5	5	10	1025	1029
A29	44	73	36	36	36	36	72	1499	1505
A30	76	74	27	27	27	27	54	1435	1437
A31	81	79	9	9	9	9	18	1289	1302
A32	83	82	10	10	10	10	20	1152	1181
A33	85	84	10	10	10	10	20	1416	1443
A34	82	92	26	26	26	26	52	1333	1347
A35	96	97	17	17	17	17	34	1350	1359
A36	104	102	21	21	21	21	42	1140	1156
A37	107	108	25	25	25	25	50	1168	1193
A38	112	107	13	13	13	13	26	1356	1361
A39	116	115	10	10	10	10	20	1304	1322
A40	117	115	20	20	20	20	40	1460	1480
A41	119	117	24	24	24	24	48	1130	1156
A42	127	128	22	22	22	22	44	1164	1169
A43	129	127	11	11	11	11	22	1094	1107
A44	132	131	5	5	5	5	10	1060	1080
A45	138	131	47	47	47	47	94	1081	1089
A46	125	138	20	20	20	20	40	1432	1446
A47	140	55	14	14	14	14	28	1231	1256

ARC	FROM N.	TO N.	T. COST	T. TIME
NrA1	24	23	56	56
NrA2	29	28	5	5
NrA3	36	35	4	4
NrA4	36	37	20	20
NrA5	43	42	5	5
NrA6	45	44	14	14
NrA7	51	50	30	30
NrA8	62	57	14	14
NrA9	62	63	7	7
NrA10	71	69	6	6
NrA11	81	83	17	17
NrA12	107	106	28	28
NrA13	107	110	8	8
NrA14	113	112	4	4
NrA15	140	54	18	18
NrA16	70	58	11	11
NrA17	10	9	12	12
NrA18	23	21	55	55
NrA19	48	139	49	49
NrA20	86	88	33	33
NrA21	90	88	12	12
NrA22	91	66	69	69
NrA23	95	94	49	49
NrA24	102	101	17	17
NrA25	103	102	42	42
NrA26	122	87	15	15
NrA27	123	122	15	15
NrA28	120	123	32	32
