Name:		TWs6
Optimal value:	-1
#Vehicles:	-1
Capacity:	230
Depot Node:	1
#Nodes:	140
#Edges:	112
#Arcs:	78
#Required N:	52
#Required E:	83
#Required A:	55

ReN.	DEMAND	S. COST	S. TIME	B. TIME	E. TIME
N92	10	0	20	1472	1476
N94	17	0	34	1337	1341
N96	17	0	34	1310	1310
N99	10	0	20	1336	1342
N107	28	0	56	1333	1335
N110	8	0	16	1413	1416
N112	13	0	26	1479	1488
N103	46	0	92	1191	1198
N114	12	0	24	1471	1480
N115	10	0	20	1396	1401
N117	24	0	48	1231	1239
N118	58	0	116	1090	1096
N120	16	0	32	1419	1426
N122	15	0	30	1249	1250
N123	15	0	30	1069	1072
N125	32	0	64	1418	1426
N126	11	0	22	1197	1203
N128	41	0	82	1053	1059
N127	11	0	22	1165	1165
N130	35	0	70	1213	1222
N131	26	0	52	1291	1293
N132	7	0	14	1243	1244
N135	19	0	38	1258	1260
N138	5	0	10	1364	1370
N11	50	0	100	1146	1147
N6	26	0	52	1420	1423
N8	10	0	20	1455	1456
N10	12	0	24	1138	1143
N12	25	0	50	1182	1187
N17	13	0	26	1068	1076
N23	56	0	112	1141	1144
N27	19	0	38	1096	1102
N29	5	0	10	1032	1032
N36	20	0	40	1319	1322
N43	5	0	10	1219	1228
N37	16	0	32	1199	1207
N45	14	0	28	1241	1243
N46	5	0	10	1309	1311
N60	15	0	30	1037	1046
N61	13	0	26	1398	1405
N62	14	0	28	1328	1337
N63	7	0	14	1319	1326
N68	9	0	18	1025	1026
N71	6	0	12	1435	1435
N72	18	0	36	1296	1297
N44	36	0	72	1179	1184
N74	27	0	54	1265	1272
N78	15	0	30	1373	1379
N80	10	0	20	1489	1496
N82	13	0	26	1444	1444
N86	33	0	66	1037	1043
N90	7	0	14	1140	1145

ReE.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
E42	58	59	40	40	40	40	80	1062	1069
E43	60	61	35	35	35	35	70	1026	1031
E44	59	61	31	31	31	31	62	1088	1090
E45	64	65	15	15	15	15	30	1260	1260
E46	56	65	30	30	30	30	60	1034	1036
E47	66	67	33	33	33	33	66	1286	1293
E48	67	69	4	4	4	4	8	1499	1501
E49	69	70	8	8	8	8	16	1444	1445
E50	72	74	15	15	15	15	30	1081	1084
E51	73	74	5	5	5	5	10	1456	1464
E52	71	75	36	36	36	36	72	1289	1293
E53	79	80	12	12	12	12	24	1416	1425
E54	79	81	9	9	9	9	18	1436	1444
E55	80	82	16	16	16	16	32	1451	1460
E56	82	83	10	10	10	10	20	1333	1337
E57	88	89	14	14	14	14	28	1111	1117
E58	82	92	26	26	26	26	52	1168	1176
E59	64	93	28	28	28	28	56	1172	1177
E60	95	96	8	8	8	8	16	1356	1357
E61	97	98	3	3	3	3	6	1206	1212
E62	99	100	33	33	33	33	66	1304	1310
E63	94	100	17	17	17	17	34	1365	1368
E64	101	102	17	17	17	17	34	1326	1328
E65	102	103	42	42	42	42	84	1266	1266
E66	91	103	27	27	27	27	54	1130	1138
E67	105	106	15	15	15	15	30	1288	1293
E68	106	108	38	38	38	38	76	1164	1165
E69	108	109	103	103	103	103	206	1492	1492
E70	110	111	7	7	7	7	14	1094	1098
E71	112	113	4	4	4	4	8	1060	1066
E72	1	116	18	18	18	18	36	1148	1157
E73	116	117	19	19	19	19	38	1454	1462
E74	2	117	16	16	16	16	32	1081	1083
E75	118	121	17	17	17	17	34	1301	1305
E76	123	124	29	29	29	29	58	1162	1171
E77	120	123	32	32	32	32	64	1454	1460
E78	4	124	67	67	67	67	134	1248	1251
E79	126	127	15	15	15	15	30	1304	1306
E80	127	128	22	22	22	22	44	1075	1075
E81	134	136	31	31	31	31	62	1414	1417
E82	136	137	29	29	29	29	58	1122	1125
E83	55	140	14	14	14	14	28	1205	1205

EDGE	FROM N.	TO N.	T. COST	T. TIME
NrE1	5	6	26	26
NrE2	6	8	10	10
NrE3	9	10	12	12
NrE4	11	12	25	25
NrE5	25	27	19	19
NrE6	28	29	5	5
NrE7	37	43	16	16
NrE8	43	46	5	5
NrE9	45	60	15	15
NrE10	49	61	13	13
NrE11	62	63	7	7
NrE12	69	71	6	6
NrE13	72	73	18	18
NrE14	44	73	36	36
NrE15	77	78	15	15
NrE16	82	84	13	13
NrE17	89	92	10	10
NrE18	93	94	17	17
NrE19	107	110	8	8
NrE20	110	112	13	13
NrE21	115	116	10	10
NrE22	120	121	16	16
NrE23	87	122	15	15
NrE24	122	123	15	15
NrE25	124	126	11	11
NrE26	3	128	41	41
NrE27	127	129	11	11
NrE28	126	130	35	35
NrE29	133	135	19	19

ReA.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
A1	8	9	37	37	37	37	74	1167	1174
A2	10	15	13	13	13	13	26	1070	1076
A3	17	13	6	6	6	6	12	1078	1082
A4	16	13	12	12	12	12	24	1064	1065
A5	25	24	10	10	10	10	20	1403	1412
A6	28	27	6	6	6	6	12	1445	1448
A7	28	30	5	5	5	5	10	1228	1228
A8	33	29	52	52	52	52	104	1187	1194
A9	34	35	59	59	59	59	118	1218	1227
A10	36	35	4	4	4	4	8	1465	1472
A11	38	36	25	25	25	25	50	1343	1344
A12	45	34	4	4	4	4	8	1475	1484
A13	50	48	8	8	8	8	16	1278	1282
A14	55	56	4	4	4	4	8	1147	1149
A15	59	60	18	18	18	18	36	1082	1089
A16	64	63	9	9	9	9	18	1046	1047
A17	62	66	37	37	37	37	74	1230	1238
A18	70	71	9	9	9	9	18	1498	1498
A19	71	72	9	9	9	9	18	1002	1011
A20	75	76	47	47	47	47	94	1343	1343
A21	76	77	10	10	10	10	20	1152	1161
A22	46	77	16	16	16	16	32	1288	1296
A23	78	79	12	12	12	12	24	1017	1024
A24	83	81	17	17	17	17	34	1081	1089
A25	84	83	18	18	18	18	36	1324	1326
A26	84	85	10	10	10	10	20	1314	1316
A27	85	86	20	20	20	20	40	1350	1353
A28	87	86	4	4	4	4	8	1164	1166
A29	88	90	12	12	12	12	24	1255	1264
A30	90	68	67	67	67	67	134	1359	1360
A31	91	66	69	69	69	69	138	1235	1240
A32	84	92	29	29	29	29	58	1217	1217
A33	93	63	25	25	25	25	50	1416	1418
A34	94	95	49	49	49	49	98	1240	1243
A35	97	99	37	37	37	37	74	1173	1174
A36	94	101	4	4	4	4	8	1370	1372
A37	66	101	28	28	28	28	56	1460	1466
A38	104	102	21	21	21	21	42	1343	1343
A39	105	104	6	6	6	6	12	1055	1058
A40	107	108	25	25	25	25	50	1387	1389
A41	112	107	13	13	13	13	26	1382	1388
A42	115	114	36	36	36	36	72	1430	1432
A43	117	115	20	20	20	20	40	1249	1254
A44	118	117	49	49	49	49	98	1432	1436
A45	119	120	14	14	14	14	28	1247	1249
A46	118	91	35	35	35	35	70	1363	1364
A47	122	121	8	8	8	8	16	1089	1091
A48	128	129	23	23	23	23	46	1181	1183
A49	132	131	5	5	5	5	10	1329	1336
A50	133	134	10	10	10	10	20	1441	1447
A51	134	135	14	14	14	14	28	1278	1282
A52	138	131	47	47	47	47	94	1492	1495
A53	125	138	20	20	20	20	40	1448	1449
A54	54	140	18	18	18	18	36	1391	1398
A55	70	58	11	11	11	11	22	1432	1439

ARC	FROM N.	TO N.	T. COST	T. TIME
NrA1	15	17	13	13
NrA2	24	23	56	56
NrA3	37	36	20	20
NrA4	43	42	5	5
NrA5	44	45	14	14
NrA6	57	62	14	14
NrA7	68	67	9	9
NrA8	76	74	27	27
NrA9	81	80	10	10
NrA10	86	88	33	33
NrA11	90	91	7	7
NrA12	96	97	17	17
NrA13	96	99	10	10
NrA14	107	106	28	28
NrA15	103	113	46	46
NrA16	113	114	12	12
NrA17	117	119	24	24
NrA18	114	118	58	58
NrA19	123	125	32	32
NrA20	131	126	26	26
NrA21	133	132	7	7
NrA22	138	136	5	5
NrA23	27	11	50	50
