Name:		TWs3
Optimal value:	-1
#Vehicles:	-1
Capacity:	160
Depot Node:	1
#Nodes:	140
#Edges:	102
#Arcs:	88
#Required N:	46
#Required E:	57
#Required A:	44

ReN.	DEMAND	S. COST	S. TIME	B. TIME	E. TIME
N113	4	0	8	1444	1448
N117	16	0	32	1175	1179
N118	49	0	98	981	984
N3	41	0	82	1230	1233
N127	11	0	22	1420	1426
N138	20	0	40	688	692
N140	18	0	36	1264	1270
N11	50	0	100	621	627
N12	25	0	50	777	782
N14	18	0	36	864	869
N16	12	0	24	1452	1461
N20	34	0	68	641	647
N21	58	0	116	516	518
N22	10	0	20	637	645
N29	5	0	10	993	1002
N28	5	0	10	792	799
N33	52	0	104	783	786
N34	49	0	98	569	578
N36	4	0	8	692	698
N39	18	0	36	1402	1410
N41	10	0	20	875	882
N43	5	0	10	937	946
N37	16	0	32	1430	1437
N45	14	0	28	1139	1142
N47	7	0	14	1329	1332
N46	5	0	10	728	736
N56	49	0	98	1141	1145
N61	35	0	70	1056	1060
N49	13	0	26	603	604
N57	14	0	28	995	1002
N64	15	0	30	1249	1252
N66	37	0	74	794	796
N67	9	0	18	652	659
N69	4	0	8	625	632
N78	15	0	30	551	552
N79	12	0	24	1389	1390
N81	10	0	20	1370	1370
N83	17	0	34	663	666
N84	13	0	26	1413	1421
N85	10	0	20	1079	1083
N86	20	0	40	1187	1187
N97	17	0	34	1373	1381
N99	33	0	66	663	671
N107	28	0	56	1200	1203
N108	25	0	50	828	830
N112	13	0	26	971	976

ReE.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
EDGE	FROM N.	TO N.	T. COST	T. TIME
NrE1	13	14	18	18
NrE2	12	20	34	34
NrE3	20	21	58	58
NrE4	20	22	10	10
NrE5	28	29	5	5
NrE6	29	33	52	52
NrE7	35	36	4	4
NrE8	38	41	10	10
NrE9	44	45	14	14
NrE10	43	46	5	5
NrE11	56	57	49	49
NrE12	57	62	14	14
NrE13	67	68	9	9
NrE14	77	78	15	15
NrE15	80	81	10	10
NrE16	81	83	17	17
NrE17	96	97	17	17
NrE18	99	100	33	33
NrE19	106	107	28	28
NrE20	107	108	25	25
NrE21	112	113	4	4
NrE22	2	117	16	16
NrE23	117	118	49	49
NrE24	3	128	41	41
NrE25	127	129	11	11
NrE26	125	138	20	20
NrE27	11	27	50	50
NrE28	6	7	21	21
NrE29	10	15	13	13
NrE30	13	17	6	6
NrE31	17	18	8	8
NrE32	18	19	6	6
NrE33	23	26	20	20
NrE34	56	65	30	30
NrE35	88	90	12	12
NrE36	84	92	29	29
NrE37	94	100	17	17
NrE38	66	101	28	28
NrE39	101	102	17	17
NrE40	115	116	10	10
NrE41	115	117	20	20
NrE42	118	121	17	17
NrE43	121	122	8	8
NrE44	123	124	29	29
NrE45	120	123	32	32

ReA.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
A1	9	8	37	37	37	37	74	1411	1412
A2	10	19	28	28	28	28	56	1135	1142
A3	20	24	33	33	33	33	66	656	660
A4	24	23	56	56	56	56	112	629	630
A5	25	24	10	10	10	10	20	1498	1500
A6	26	25	48	48	48	48	96	1012	1020
A7	27	28	6	6	6	6	12	1137	1142
A8	33	11	24	24	24	24	48	1307	1316
A9	35	37	17	17	17	17	34	1390	1393
A10	39	38	6	6	6	6	12	738	747
A11	42	37	17	17	17	17	34	1031	1031
A12	44	43	31	31	31	31	62	784	791
A13	47	42	4	4	4	4	8	940	948
A14	51	50	30	30	30	30	60	939	948
A15	53	52	12	12	12	12	24	898	906
A16	140	53	24	24	24	24	48	1184	1193
A17	45	60	15	15	15	15	30	687	689
A18	70	69	8	8	8	8	16	664	671
A19	70	71	9	9	9	9	18	574	583
A20	72	74	15	15	15	15	30	1156	1165
A21	73	44	36	36	36	36	72	593	594
A22	76	75	47	47	47	47	94	1020	1020
A23	77	76	10	10	10	10	20	961	969
A24	78	79	12	12	12	12	24	1499	1501
A25	82	80	16	16	16	16	32	504	513
A26	84	83	18	18	18	18	36	859	864
A27	89	92	10	10	10	10	20	804	813
A28	92	82	26	26	26	26	52	1076	1084
A29	95	96	8	8	8	8	16	1333	1342
A30	99	97	37	37	37	37	74	1166	1170
A31	102	104	21	21	21	21	42	1388	1388
A32	104	105	6	6	6	6	12	1149	1151
A33	106	108	38	38	38	38	76	574	580
A34	110	107	8	8	8	8	16	1010	1019
A35	113	103	46	46	46	46	92	836	844
A36	117	116	19	19	19	19	38	1333	1335
A37	119	117	24	24	24	24	48	1212	1213
A38	126	124	11	11	11	11	22	1173	1179
A39	128	129	23	23	23	23	46	1240	1242
A40	131	126	26	26	26	26	52	1032	1032
A41	132	131	5	5	5	5	10	760	768
A42	133	135	19	19	19	19	38	1076	1081
A43	138	136	5	5	5	5	10	1484	1484
A44	138	131	47	47	47	47	94	1327	1330

ARC	FROM N.	TO N.	T. COST	T. TIME
NrA1	11	12	25	25
NrA2	13	16	12	12
NrA3	28	30	5	5
NrA4	34	139	49	49
NrA5	40	39	18	18
NrA6	42	43	5	5
NrA7	43	37	16	16
NrA8	46	47	7	7
NrA9	61	60	35	35
NrA10	49	61	13	13
NrA11	64	65	15	15
NrA12	62	66	37	37
NrA13	67	69	4	4
NrA14	80	79	12	12
NrA15	82	84	13	13
NrA16	84	85	10	10
NrA17	85	86	20	20
NrA18	107	112	13	13
NrA19	140	54	18	18
NrA20	10	9	12	12
NrA21	16	15	8	8
NrA22	17	15	13	13
NrA23	23	21	55	55
NrA24	31	26	12	12
NrA25	139	48	49	49
NrA26	52	51	12	12
NrA27	75	71	36	36
NrA28	86	88	33	33
NrA29	88	89	14	14
NrA30	90	91	7	7
NrA31	90	68	67	67
NrA32	66	91	69	69
NrA33	93	94	17	17
NrA34	94	95	49	49
NrA35	94	101	4	4
NrA36	103	102	42	42
NrA37	103	91	27	27
NrA38	114	115	36	36
NrA39	120	119	14	14
NrA40	91	118	35	35
NrA41	121	120	16	16
NrA42	122	87	15	15
NrA43	122	123	15	15
NrA44	123	125	32	32
