Name:		TWs8
Optimal value:	-1
#Vehicles:	-1
Capacity:	120
Depot Node:	1
#Nodes:	140
#Edges:	102
#Arcs:	88
#Required N:	55
#Required E:	72
#Required A:	63

ReN.	DEMAND	S. COST	S. TIME	B. TIME	E. TIME
N82	26	0	52	1168	1176
N93	28	0	56	1172	1177
N94	17	0	34	1337	1341
N96	8	0	16	1356	1357
N99	33	0	66	1304	1310
N100	17	0	34	1365	1368
N101	28	0	56	1460	1466
N91	27	0	54	1130	1138
N102	21	0	42	1343	1343
N106	38	0	76	1164	1165
N109	103	0	206	1492	1492
N110	8	0	16	1413	1416
N107	13	0	26	1382	1388
N117	19	0	38	1454	1462
N2	16	0	32	1081	1083
N122	8	0	16	1089	1091
N123	15	0	30	1069	1072
N4	67	0	134	1248	1251
N128	41	0	82	1053	1059
N129	11	0	22	1165	1165
N130	35	0	70	1213	1222
N136	31	0	62	1414	1417
N131	47	0	94	1492	1495
N27	50	0	100	1146	1147
N11	48	0	96	1238	1244
N12	12	0	24	1476	1485
N15	13	0	26	1068	1076
N13	12	0	24	1064	1065
N18	8	0	16	1499	1501
N22	10	0	20	1146	1153
N21	55	0	110	1263	1270
N26	48	0	96	1034	1043
N30	5	0	10	1228	1228
N31	41	0	82	1119	1128
N139	49	0	98	1265	1265
N35	59	0	118	1218	1227
N45	14	0	28	1241	1243
N51	30	0	60	1084	1093
N53	24	0	48	1492	1501
N54	10	0	20	1374	1377
N56	49	0	98	1292	1294
N58	40	0	80	1062	1069
N59	18	0	36	1082	1089
N57	14	0	28	1328	1337
N69	6	0	12	1435	1435
N71	9	0	18	1002	1011
N72	18	0	36	1296	1297
N74	5	0	10	1456	1464
N75	47	0	94	1343	1343
N77	10	0	20	1152	1161
N79	9	0	18	1436	1444
N80	10	0	20	1489	1496
N84	10	0	20	1314	1316
N68	67	0	134	1359	1360
N66	69	0	138	1235	1240

ReE.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
E54	112	113	4	4	4	4	8	1060	1066
E55	115	116	10	10	10	10	20	1396	1401
E56	1	116	18	18	18	18	36	1148	1157
E57	115	117	20	20	20	20	40	1249	1254
E58	117	118	49	49	49	49	98	1432	1436
E59	117	119	24	24	24	24	48	1231	1239
E60	119	120	14	14	14	14	28	1247	1249
E61	114	118	58	58	58	58	116	1090	1096
E62	91	118	35	35	35	35	70	1363	1364
E63	120	121	16	16	16	16	32	1419	1426
E64	123	124	29	29	29	29	58	1162	1171
E65	120	123	32	32	32	32	64	1454	1460
E66	126	127	15	15	15	15	30	1304	1306
E67	132	133	7	7	7	7	14	1243	1244
E68	133	135	19	19	19	19	38	1258	1260
E69	136	137	29	29	29	29	58	1122	1125
E70	136	138	5	5	5	5	10	1364	1370
E71	55	140	14	14	14	14	28	1205	1205
E72	58	70	11	11	11	11	22	1432	1439

EDGE	FROM N.	TO N.	T. COST	T. TIME
NrE1	8	11	48	48
NrE2	15	17	13	13
NrE3	13	16	12	12
NrE4	20	22	10	10
NrE5	21	23	55	55
NrE6	34	139	49	49
NrE7	54	55	10	10
NrE8	59	60	18	18
NrE9	57	62	14	14
NrE10	69	71	6	6
NrE11	72	73	18	18
NrE12	73	74	5	5
NrE13	75	76	47	47
NrE14	76	77	10	10
NrE15	82	92	26	26
NrE16	93	94	17	17
NrE17	91	103	27	27
NrE18	106	108	38	38
NrE19	108	109	103	103
NrE20	107	110	8	8
NrE21	107	112	13	13
NrE22	116	117	19	19
NrE23	2	117	16	16
NrE24	121	122	8	8
NrE25	122	123	15	15
NrE26	4	124	67	67
NrE27	3	128	41	41
NrE28	127	129	11	11
NrE29	126	130	35	35
NrE30	134	136	31	31

ReA.	From N.	To N.	T. COST	DEMAND	S. COST	T. TIME	S. TIME	B. TIME	E. TIME
A1	9	8	37	37	37	37	74	1167	1174
A2	11	12	25	25	25	25	50	1182	1187
A3	15	16	8	8	8	8	16	1008	1010
A4	13	17	6	6	6	6	12	1078	1082
A5	10	19	28	28	28	28	56	1306	1308
A6	24	23	56	56	56	56	112	1141	1144
A7	25	24	10	10	10	10	20	1403	1412
A8	26	23	20	20	20	20	40	1262	1262
A9	28	27	6	6	6	6	12	1445	1448
A10	29	28	5	5	5	5	10	1032	1032
A11	11	33	24	24	24	24	48	1256	1262
A12	36	35	4	4	4	4	8	1465	1472
A13	35	37	17	17	17	17	34	1142	1149
A14	41	38	10	10	10	10	20	1175	1181
A15	41	47	99	99	99	99	198	1478	1483
A16	42	37	17	17	17	17	34	1328	1336
A17	43	37	16	16	16	16	32	1199	1207
A18	44	43	31	31	31	31	62	1342	1351
A19	45	34	4	4	4	4	8	1475	1484
A20	47	42	4	4	4	4	8	1073	1081
A21	50	48	8	8	8	8	16	1278	1282
A22	52	51	12	12	12	12	24	1051	1052
A23	49	140	24	24	24	24	48	1342	1345
A24	56	55	4	4	4	4	8	1147	1149
A25	58	57	20	20	20	20	40	1076	1083
A26	60	61	35	35	35	35	70	1026	1031
A27	59	61	31	31	31	31	62	1088	1090
A28	64	65	15	15	15	15	30	1260	1260
A29	65	56	30	30	30	30	60	1034	1036
A30	66	62	37	37	37	37	74	1230	1238
A31	67	66	33	33	33	33	66	1286	1293
A32	67	68	9	9	9	9	18	1025	1026
A33	72	74	15	15	15	15	30	1081	1084
A34	44	73	36	36	36	36	72	1179	1184
A35	74	76	27	27	27	27	54	1265	1272
A36	46	77	16	16	16	16	32	1288	1296
A37	79	78	12	12	12	12	24	1017	1024
A38	80	79	12	12	12	12	24	1416	1425
A39	83	82	10	10	10	10	20	1333	1337
A40	81	83	17	17	17	17	34	1081	1089
A41	86	87	4	4	4	4	8	1164	1166
A42	86	88	33	33	33	33	66	1037	1043
A43	88	89	14	14	14	14	28	1111	1117
A44	91	90	7	7	7	7	14	1140	1145
A45	97	96	17	17	17	17	34	1310	1310
A46	96	99	10	10	10	10	20	1336	1342
A47	106	107	28	28	28	28	56	1333	1335
A48	107	108	25	25	25	25	50	1387	1389
A49	103	113	46	46	46	46	92	1191	1198
A50	114	113	12	12	12	12	24	1471	1480
A51	114	115	36	36	36	36	72	1430	1432
A52	121	118	17	17	17	17	34	1301	1305
A53	87	122	15	15	15	15	30	1249	1250
A54	123	125	32	32	32	32	64	1418	1426
A55	126	124	11	11	11	11	22	1197	1203
A56	128	127	22	22	22	22	44	1075	1075
A57	129	128	23	23	23	23	46	1181	1183
A58	131	126	26	26	26	26	52	1291	1293
A59	132	131	5	5	5	5	10	1329	1336
A60	134	133	10	10	10	10	20	1441	1447
A61	134	135	14	14	14	14	28	1278	1282
A62	125	138	20	20	20	20	40	1448	1449
A63	54	140	18	18	18	18	36	1391	1398

ARC	FROM N.	TO N.	T. COST	T. TIME
NrA1	12	13	12	12
NrA2	18	17	8	8
NrA3	25	26	48	48
NrA4	28	30	5	5
NrA5	30	31	41	41
NrA6	34	35	59	59
NrA7	45	44	14	14
NrA8	51	50	30	30
NrA9	140	53	24	24
NrA10	56	57	49	49
NrA11	58	59	40	40
NrA12	71	72	9	9
NrA13	81	79	9	9
NrA14	80	81	10	10
NrA15	84	85	10	10
NrA16	68	90	67	67
NrA17	91	66	69	69
NrA18	64	93	28	28
NrA19	95	96	8	8
NrA20	99	100	33	33
NrA21	100	94	17	17
NrA22	101	66	28	28
NrA23	104	102	21	21
NrA24	131	138	47	47
NrA25	27	11	50	50
